pullover_type,day_of_week,hour,adjusted_point,desired_point,curb_geo,polygon_type
Pickup,7,21,POINT(-122.42483021221 37.7766853906467),POINT(-122.424275711579 37.7767763314568),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,21,POINT(-122.42483021221 37.7766853906467),POINT(-122.424275711579 37.7767763314568),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,16,POINT(-122.424655057037 37.7768302824437),POINT(-122.424116714442 37.7766817971766),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,2,21,POINT(-122.423779103962 37.7767758910958),POINT(-122.42376493242 37.7767542959104),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,23,POINT(-122.424655057037 37.7768302824437),POINT(-122.424446806056 37.7767636206127),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,2,21,POINT(-122.424387700723 37.7766938332243),POINT(-122.424335421855 37.7767751237147),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,7,18,POINT(-122.421342521285 37.7772425193096),POINT(-122.422266021896 37.7768752677252),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,5,20,POINT(-122.424387700723 37.7766938332243),POINT(-122.424333088748 37.7768957950797),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,6,16,POINT(-122.422889922455 37.7773778190985),POINT(-122.423060932778 37.7769756123977),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,22,POINT(-122.426284066636 37.776333305778),POINT(-122.426171820287 37.7765449252893),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,4,13,POINT(-122.426492832429 37.7764272114263),POINT(-122.425906628089 37.7767839595641),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Dropoff,5,17,POINT(-122.42401846446 37.7767878407125),POINT(-122.424029697972 37.7768991780854),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,4,21,POINT(-122.426240775333 37.7763211770386),POINT(-122.426045402584 37.7766179779217),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,6,19,POINT(-122.424287636355 37.7761765994006),POINT(-122.423895068575 37.7766462971795),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,2,12,POINT(-122.424446028354 37.7766867258339),POINT(-122.422602081813 37.7758712990961),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,20,POINT(-122.424726778234 37.7769542755059),POINT(-122.424877392587 37.7766143193635),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,6,POINT(-122.426240775333 37.7763211770386),POINT(-122.42573467189 37.7766785854561),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,5,22,POINT(-122.42332198438 37.7768290232458),POINT(-122.422381037638 37.7771386930236),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,6,18,POINT(-122.425178879877 37.7765960339293),POINT(-122.425153734367 37.7765027162634),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,5,8,POINT(-122.424655057037 37.7768302824437),POINT(-122.424792709845 37.7767664983442),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,2,20,POINT(-122.426240775333 37.7763211770386),POINT(-122.426260995226 37.7763877291324),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,21,POINT(-122.424726778234 37.7769542755059),POINT(-122.424309584851 37.7767736920621),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,2,17,POINT(-122.425113207741 37.7766043103469),POINT(-122.424941941529 37.7764817821035),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,23,POINT(-122.422733688425 37.7764490718287),POINT(-122.422557406386 37.776904810142),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,1,15,POINT(-122.423115718239 37.776394319937),POINT(-122.42313325995 37.7767721273771),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,1,12,POINT(-122.42483021221 37.7766853906467),POINT(-122.424029697972 37.7768991780854),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,1,POINT(-122.423001999489 37.7767477208701),POINT(-122.421984574129 37.7772343043534),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,4,19,POINT(-122.423608786105 37.7767970128174),POINT(-122.423604119858 37.7766909977582),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,19,POINT(-122.425866706624 37.7765055894921),POINT(-122.425934538541 37.776440379264),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,6,14,POINT(-122.421148608457 37.7771766722894),POINT(-122.422174337582 37.7771009907977),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,5,19,POINT(-122.42332198438 37.7768290232458),POINT(-122.423176811772 37.7770403719393),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,7,1,POINT(-122.426457490898 37.7764721777419),POINT(-122.425732079583 37.7766681145017),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Dropoff,7,1,POINT(-122.426457490898 37.7764721777419),POINT(-122.425732079583 37.7766681145017),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,19,POINT(-122.424387700723 37.7766938332243),POINT(-122.424380614993 37.7768528249401),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,1,POINT(-122.424849741087 37.7766378002019),POINT(-122.424368863051 37.7767757432548),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,1,POINT(-122.424849741087 37.7766378002019),POINT(-122.424368863051 37.7767757432548),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,4,17,POINT(-122.424242788822 37.7762566951634),POINT(-122.424463569843 37.7765533069908),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,1,12,POINT(-122.425135069654 37.7766015119388),POINT(-122.425094024557 37.7764978903963),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,1,POINT(-122.42483021221 37.7766853906467),POINT(-122.424379059589 37.7767156108739),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,1,POINT(-122.42483021221 37.7766853906467),POINT(-122.424379059589 37.7767156108739),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,0,POINT(-122.424287636355 37.7761765994006),POINT(-122.424221618015 37.7768038736073),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,4,19,POINT(-122.423330798425 37.7768281299506),POINT(-122.423172404743 37.7769219182128),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,20,POINT(-122.425125823707 37.7766468120099),POINT(-122.425126514993 37.7766762605934),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,13,POINT(-122.422805238109 37.7773888149194),POINT(-122.422705604296 37.7769525066924),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,7,16,POINT(-122.424726778234 37.7769542755059),POINT(-122.424710878599 37.7765396916308),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,3,15,POINT(-122.425942661086 37.7765363877665),POINT(-122.426045402584 37.7766179779217),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,20,POINT(-122.424726778234 37.7769542755059),POINT(-122.424662574803 37.7765674888591),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,16,POINT(-122.42332198438 37.7768290232458),POINT(-122.422740342202 37.7771040893142),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,18,POINT(-122.424849741087 37.7766378002019),POINT(-122.424380614993 37.7768528249401),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,6,23,POINT(-122.421615329413 37.7775477130165),POINT(-122.421719630591 37.7771868869294),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,7,11,POINT(-122.423137580568 37.776391521998),POINT(-122.423408482964 37.7767098007088),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,6,22,POINT(-122.424221704427 37.776261289738),POINT(-122.424319867807 37.7768448280664),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,4,19,POINT(-122.42332198438 37.7768290232458),POINT(-122.423051168173 37.7770486980549),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,4,18,POINT(-122.423367091543 37.7768286725309),POINT(-122.423408482964 37.7767098007088),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,1,12,POINT(-122.425502228138 37.7765543025746),POINT(-122.425499808647 37.7765714040198),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,1,12,POINT(-122.426457490898 37.7764721777419),POINT(-122.426045402584 37.7766179779217),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Dropoff,1,12,POINT(-122.426457490898 37.7764721777419),POINT(-122.426045402584 37.7766179779217),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,17,POINT(-122.425866706624 37.7765055894921),POINT(-122.425907492189 37.7763879947026),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,20,POINT(-122.423001999489 37.7767477208701),POINT(-122.422959138895 37.7769585737433),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,6,20,POINT(-122.423001999489 37.7767477208701),POINT(-122.422959138895 37.7769585737433),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,3,19,POINT(-122.426457490898 37.7764721777419),POINT(-122.426181498191 37.776577280015),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,3,19,POINT(-122.426457490898 37.7764721777419),POINT(-122.426181498191 37.776577280015),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,12,POINT(-122.422085072758 37.7770384405069),POINT(-122.422101836922 37.77709966012),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,6,1,POINT(-122.424407056859 37.7766915149081),POINT(-122.424419068031 37.7767922895955),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,6,0,POINT(-122.424387700723 37.7766938332243),POINT(-122.424380614993 37.7768528249401),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,4,11,POINT(-122.425942661086 37.7765363877665),POINT(-122.426113925664 37.77669896997),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,7,16,POINT(-122.426457490898 37.7764721777419),POINT(-122.426418692969 37.776313415173),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,5,22,POINT(-122.421784699956 37.7770755642284),POINT(-122.421772083589 37.7771711192631),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,4,17,POINT(-122.422754168231 37.7768962774229),POINT(-122.423124532301 37.7765673256471),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,3,19,POINT(-122.426457490898 37.7764721777419),POINT(-122.426154970363 37.7765734443485),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,3,19,POINT(-122.426457490898 37.7764721777419),POINT(-122.426154970363 37.7765734443485),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,3,19,POINT(-122.425844758454 37.7765086327269),POINT(-122.425845795375 37.7764093706272),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,18,POINT(-122.426457490898 37.7764721777419),POINT(-122.426172597976 37.7762253203576),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,6,23,POINT(-122.426284066636 37.776333305778),POINT(-122.425929958807 37.7764473130252),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,3,21,POINT(-122.425795504668 37.7765572237663),POINT(-122.425810972087 37.7767072418296),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,13,POINT(-122.425332085899 37.7765763917254),POINT(-122.42532137099 37.7765727082736),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,2,22,POINT(-122.424387700723 37.7766938332243),POINT(-122.424347865092 37.77671982547),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
